1720352977.361037,other,0,0,12,50,0,0,0,0,1
1720352977.361037,other,0,0,12,50,0,0,0,0,1
1720352977.361037,other,0,0,12,50,0,0,0,0,1
1720352977.755963,other,0,0,24,62,0,0,0,0,1
1720352978.256754,other,0,0,16,54,0,0,0,0,1
1720352993.130505,udp,5353,0,90,124,0,0,0,0,1
1720352993.949856,udp,5353,0,126,160,0,0,0,0,1
1720352996.464576,tcp,5222,DF,272,306,0,0,0,0,0
1720352996.512195,tcp,58884,DF,66,100,0,0,0,0,0
1720352996.527144,tcp,5222,DF,20,54,0,0,0,0,0
1720352996.940214,udp,5353,0,126,160,0,0,0,0,1
1720352997.38754,other,0,0,12,50,0,0,0,0,1
1720352997.38754,other,0,0,12,50,0,0,0,0,1
1720352997.38754,other,0,0,12,50,0,0,0,0,1
1720352998.756579,other,0,0,24,62,0,0,0,0,1
1720353002.251193,other,0,0,16,54,0,0,0,0,1
1720353004.637095,udp,43661,0,133,167,0,0,0,0,1
1720353006.458991,udp,5353,0,90,124,0,0,0,0,1
1720353006.700742,udp,5353,0,69,103,0,0,0,0,1
1720353007.46099,udp,5353,0,126,160,0,0,0,0,1
1720353007.68738,udp,5353,0,69,103,0,0,0,0,1
1720353008.075952,udp,52154,0,41,75,0,0,0,0,1
1720353008.076776,udp,57490,0,41,75,0,0,0,0,1
1720353008.07754,udp,58125,0,41,75,0,0,0,0,1
1720353008.081126,udp,53,0,69,103,0,0,0,0,1
1720353008.084378,udp,53,0,57,91,0,0,0,0,1
1720353008.095397,udp,53,0,98,132,0,0,0,0,1
1720353008.726005,udp,5353,0,69,103,0,0,0,0,1
1720353012.19463,udp,50611,0,50,84,0,0,0,0,1
1720353012.195578,udp,62806,0,50,84,0,0,0,0,1
1720353012.196562,udp,50812,0,50,84,0,0,0,0,1
1720353012.210254,udp,53,0,66,100,0,0,0,0,1
1720353012.214491,udp,53,0,107,141,0,0,0,0,1
1720353012.218653,udp,53,0,78,112,0,0,0,0,1
1720353014.493703,tcp,59642,DF,21,55,0,0,0,0,0
1720353014.756996,tcp,443,DF,32,66,0,0,0,0,0
1720353016.376966,udp,48963,0,133,167,0,0,0,0,1
1720353017.436546,other,0,0,12,50,0,0,0,0,1
1720353017.436546,other,0,0,12,50,0,0,0,0,1
1720353017.437193,other,0,0,12,50,0,0,0,0,1
1720353017.752049,other,0,0,16,54,0,0,0,0,1
1720353018.749422,other,0,0,16,54,0,0,0,0,1
1720353020.249984,other,0,0,16,54,0,0,0,0,1
1720353023.057161,udp,62029,0,41,75,0,0,0,0,1
1720353023.057745,udp,58049,0,41,75,0,0,0,0,1
1720353023.058514,udp,60671,0,41,75,0,0,0,0,1
1720353023.066146,udp,53,0,91,125,0,0,0,0,1
1720353023.066146,udp,53,0,69,103,0,0,0,0,1
1720353023.066146,udp,53,0,57,91,0,0,0,0,1
1720353023.076087,udp,52971,0,42,76,0,0,0,0,1
1720353023.076737,udp,59956,0,42,76,0,0,0,0,1
1720353023.077262,udp,50251,0,42,76,0,0,0,0,1
1720353023.084829,udp,53,0,168,202,0,0,0,0,1
1720353023.088533,udp,53,0,141,175,0,0,0,0,1
1720353023.095713,udp,53,0,153,187,0,0,0,0,1
1720353023.981139,tcp,58884,DF,252,286,0,0,0,0,0
1720353023.995194,tcp,5222,DF,20,54,0,0,0,0,0
1720353024.193919,tcp,5222,DF,59,93,0,0,0,0,0
1720353024.243748,tcp,58884,DF,20,54,0,0,0,0,0
1720353025.413761,udp,5353,0,69,103,0,0,0,0,1
1720353026.037212,udp,5353,0,69,103,0,0,0,0,1
1720353026.076328,udp,44917,0,133,167,0,0,0,0,1
1720353027.127924,udp,5353,0,69,103,0,0,0,0,1
1720353028.053946,udp,5353,0,69,103,0,0,0,0,1
1720353037.526829,other,0,0,12,50,0,0,0,0,1
1720353037.526829,other,0,0,12,50,0,0,0,0,1
1720353037.526829,other,0,0,12,50,0,0,0,0,1
1720353037.757042,other,0,0,16,54,0,0,0,0,1
1720353038.58223,udp,5353,0,90,124,0,0,0,0,1
1720353039.585414,udp,5353,0,126,160,0,0,0,0,1
1720353040.251082,other,0,0,24,62,0,0,0,0,1
1720353042.597911,udp,5353,0,126,160,0,0,0,0,1
1720353051.703556,udp,5353,0,126,160,0,0,0,0,1
1720353052.905097,udp,36186,0,9,43,0,0,0,0,1
1720353057.566407,other,0,0,12,50,0,0,0,0,1
1720353057.566407,other,0,0,12,50,0,0,0,0,1
1720353057.566407,other,0,0,12,50,0,0,0,0,1
1720370552.462493,other,0,0,12,50,0,0,0,0,1
1720370552.463065,other,0,0,12,50,0,0,0,0,1
1720370553.754973,other,0,0,32,70,0,0,0,0,1
1720370554.101295,tcp,443,PA,44,78,0,0,0,0,0
1720370554.101738,tcp,60205,PA,48,82,0,0,0,0,0
1720370554.116323,tcp,443,A,20,54,0,0,0,0,0
1720370570.523484,tcp,59871,PA,724,758,0,0,0,0,0
1720370570.544794,tcp,443,A,20,54,0,0,0,0,0
1720370570.78348,tcp,443,PA,59,93,0,0,0,0,0
1720370570.835256,tcp,59871,A,20,54,0,0,0,0,0
1720370571.027061,udp,61714,0,41,75,0,0,0,0,1
1720370571.027355,udp,58372,0,41,75,0,0,0,0,1
1720370571.027601,udp,56195,0,41,75,0,0,0,0,1
